Product_Row_ID,Category_Row_ID,Location_Row_ID,Customer_Row_ID,Calender_Row_ID,Shipping_Row_ID,Date,Country,Segment,Sales,Category
5316,5316,5316,5316,5316,5316,02-05-2017,United States,Consumer,187.056,Furniture
5317,5317,5317,5317,5317,5317,02-10-2018,United States,Home Office,11.808,Furniture
5324,5324,5324,5324,5324,5324,18-09-2018,United States,Consumer,15.96,Office Supplies
5325,5325,5325,5325,5325,5325,04-12-2016,United States,Consumer,16.9,Office Supplies
5327,5327,5327,5327,5327,5327,17-01-2016,United States,Corporate,6.68,Office Supplies
5328,5328,5328,5328,5328,5328,06-01-2015,United States,Consumer,19.44,Office Supplies
5329,5329,5329,5329,5329,5329,05-03-2016,United States,Consumer,31.92,Technology
5330,5330,5330,5330,5330,5330,25-12-2017,United States,Consumer,33.568,Office Supplies
5331,5331,5331,5331,5331,5331,04-09-2017,United States,Consumer,63.94,Furniture
5334,5334,5334,5334,5334,5334,26-08-2015,United States,Consumer,10.68,Furniture
5337,5337,5337,5337,5337,5337,21-05-2016,United States,Corporate,26.976,Office Supplies
5338,5338,5338,5338,5338,5338,16-10-2018,United States,Corporate,307.776,Office Supplies
5339,5339,5339,5339,5339,5339,09-11-2016,United States,Consumer,244.55,Office Supplies
5343,5343,5343,5343,5343,5343,21-11-2015,United States,Corporate,1.632,Office Supplies
5345,5345,5345,5345,5345,5345,11-10-2016,United States,Consumer,31.95,Technology
5346,5346,5346,5346,5346,5346,21-03-2018,United States,Consumer,725.84,Office Supplies
5349,5349,5349,5349,5349,5349,04-01-2016,United States,Corporate,32.34,Office Supplies
5351,5351,5351,5351,5351,5351,09-12-2018,United States,Consumer,143.856,Office Supplies
5352,5352,5352,5352,5352,5352,06-09-2017,United States,Corporate,41.92,Office Supplies
5354,5354,5354,5354,5354,5354,03-09-2017,United States,Corporate,87.28,Office Supplies
5355,5355,5355,5355,5355,5355,13-05-2015,United States,Corporate,279.456,Furniture
5357,5357,5357,5357,5357,5357,29-09-2017,United States,Consumer,27.24,Office Supplies
5358,5358,5358,5358,5358,5358,05-08-2015,United States,Consumer,16.36,Technology
5361,5361,5361,5361,5361,5361,14-04-2018,United States,Corporate,198.272,Furniture
5362,5362,5362,5362,5362,5362,09-06-2018,United States,Corporate,720.76,Office Supplies
5363,5363,5363,5363,5363,5363,29-12-2017,United States,Consumer,70.56,Furniture
5365,5365,5365,5365,5365,5365,18-01-2015,United States,Corporate,64.864,Office Supplies
5366,5366,5366,5366,5366,5366,20-11-2017,United States,Consumer,151.192,Technology
5367,5367,5367,5367,5367,5367,10-06-2018,United States,Consumer,88.776,Technology
5370,5370,5370,5370,5370,5370,10-09-2018,United States,Corporate,85.056,Office Supplies
5371,5371,5371,5371,5371,5371,08-04-2018,United States,Corporate,273.96,Furniture
5373,5373,5373,5373,5373,5373,24-10-2016,United States,Corporate,15.552,Office Supplies
5376,5376,5376,5376,5376,5376,27-05-2018,United States,Corporate,98.16,Technology
5378,5378,5378,5378,5378,5378,05-12-2015,United States,Corporate,348.488,Office Supplies
5380,5380,5380,5380,5380,5380,14-08-2017,United States,Consumer,15.54,Office Supplies
5382,5382,5382,5382,5382,5382,05-09-2017,United States,Corporate,25.92,Office Supplies
5385,5385,5385,5385,5385,5385,26-06-2018,United States,Consumer,358.2,Technology
5387,5387,5387,5387,5387,5387,12-03-2018,United States,Consumer,40.41,Office Supplies
5388,5388,5388,5388,5388,5388,18-02-2018,United States,Corporate,167.976,Technology
5391,5391,5391,5391,5391,5391,10-11-2018,United States,Corporate,26.352,Office Supplies
5392,5392,5392,5392,5392,5392,19-11-2015,United States,Corporate,22.5,Office Supplies
5396,5396,5396,5396,5396,5396,18-11-2015,United States,Corporate,21.98,Office Supplies
5397,5397,5397,5397,5397,5397,24-09-2017,United States,Corporate,63.2,Furniture
5398,5398,5398,5398,5398,5398,20-11-2017,United States,Corporate,39,Office Supplies
5399,5399,5399,5399,5399,5399,27-09-2017,United States,Corporate,2.907,Office Supplies
5400,5400,5400,5400,5400,5400,09-04-2017,United States,Consumer,556.665,Furniture
5401,5401,5401,5401,5401,5401,21-09-2018,United States,Consumer,71.98,Technology
5403,5403,5403,5403,5403,5403,24-08-2018,United States,Corporate,24.672,Office Supplies
5405,5405,5405,5405,5405,5405,22-02-2017,United States,Consumer,445.96,Technology
5408,5408,5408,5408,5408,5408,08-12-2018,United States,Corporate,87.92,Office Supplies
5412,5412,5412,5412,5412,5412,18-09-2018,United States,Consumer,10.08,Office Supplies
5414,5414,5414,5414,5414,5414,11-09-2017,United States,Consumer,224.75,Technology
5415,5415,5415,5415,5415,5415,23-09-2018,United States,Consumer,73.176,Office Supplies
5418,5418,5418,5418,5418,5418,06-10-2015,United States,Corporate,15.36,Office Supplies
5419,5419,5419,5419,5419,5419,23-10-2016,United States,Consumer,36.288,Office Supplies
5421,5421,5421,5421,5421,5421,31-03-2017,United States,Consumer,280.782,Technology
5423,5423,5423,5423,5423,5423,29-12-2017,United States,Consumer,11.232,Office Supplies
5424,5424,5424,5424,5424,5424,03-11-2018,United States,Corporate,26.4,Office Supplies
5425,5425,5425,5425,5425,5425,20-01-2018,United States,Consumer,3.52,Office Supplies
5426,5426,5426,5426,5426,5426,03-12-2017,United States,Consumer,1649.95,Technology
5428,5428,5428,5428,5428,5428,14-06-2017,United States,Home Office,599.165,Furniture
5429,5429,5429,5429,5429,5429,02-09-2017,United States,Home Office,46.53,Office Supplies
5430,5430,5430,5430,5430,5430,05-09-2015,United States,Consumer,31.984,Furniture
5431,5431,5431,5431,5431,5431,21-10-2018,United States,Home Office,161.568,Office Supplies
5434,5434,5434,5434,5434,5434,25-04-2018,United States,Consumer,8.896,Office Supplies
5435,5435,5435,5435,5435,5435,19-10-2016,United States,Home Office,1640.7,Office Supplies
5437,5437,5437,5437,5437,5437,05-07-2015,United States,Corporate,19.52,Furniture
5440,5440,5440,5440,5440,5440,04-04-2017,United States,Consumer,588.784,Office Supplies
5441,5441,5441,5441,5441,5441,13-11-2018,United States,Consumer,2.064,Office Supplies
5442,5442,5442,5442,5442,5442,09-09-2018,United States,Consumer,6.368,Office Supplies
5443,5443,5443,5443,5443,5443,17-04-2016,United States,Consumer,99.6,Technology
5446,5446,5446,5446,5446,5446,25-07-2017,United States,Home Office,20.936,Office Supplies
5447,5447,5447,5447,5447,5447,26-08-2017,United States,Corporate,33,Technology
5449,5449,5449,5449,5449,5449,12-09-2015,United States,Home Office,357.93,Office Supplies
5453,5453,5453,5453,5453,5453,22-07-2017,United States,Home Office,86.2,Office Supplies
5454,5454,5454,5454,5454,5454,19-05-2018,United States,Corporate,38.016,Office Supplies
5455,5455,5455,5455,5455,5455,28-04-2018,United States,Corporate,8.384,Office Supplies
5457,5457,5457,5457,5457,5457,29-12-2018,United States,Consumer,19.6,Office Supplies
5459,5459,5459,5459,5459,5459,04-09-2018,United States,Consumer,13.344,Office Supplies
5461,5461,5461,5461,5461,5461,21-03-2015,United States,Corporate,16.272,Office Supplies
5462,5462,5462,5462,5462,5462,28-09-2018,United States,Consumer,9.24,Furniture
5463,5463,5463,5463,5463,5463,19-01-2015,United States,Consumer,32.34,Office Supplies
5467,5467,5467,5467,5467,5467,14-02-2015,United States,Consumer,16.176,Office Supplies
5468,5468,5468,5468,5468,5468,09-06-2017,United States,Consumer,122.352,Furniture
5469,5469,5469,5469,5469,5469,26-09-2015,United States,Home Office,585.552,Furniture
5471,5471,5471,5471,5471,5471,30-05-2017,United States,Consumer,123.92,Office Supplies
5472,5472,5472,5472,5472,5472,19-12-2018,United States,Consumer,13.36,Furniture
5475,5475,5475,5475,5475,5475,26-12-2018,United States,Corporate,750.68,Office Supplies
5476,5476,5476,5476,5476,5476,15-06-2018,United States,Home Office,44.4,Office Supplies
5479,5479,5479,5479,5479,5479,20-11-2017,United States,Consumer,128.4,Office Supplies
5480,5480,5480,5480,5480,5480,31-03-2015,United States,Corporate,1.869,Office Supplies
5481,5481,5481,5481,5481,5481,08-10-2018,United States,Corporate,103.192,Technology
5485,5485,5485,5485,5485,5485,30-01-2018,United States,Consumer,419.136,Furniture
5486,5486,5486,5486,5486,5486,12-12-2015,United States,Consumer,23.472,Office Supplies
5487,5487,5487,5487,5487,5487,24-10-2016,United States,Home Office,3.592,Office Supplies
5488,5488,5488,5488,5488,5488,01-04-2018,United States,Corporate,23.976,Technology
5492,5492,5492,5492,5492,5492,26-01-2018,United States,Consumer,18.16,Office Supplies
5493,5493,5493,5493,5493,5493,28-11-2015,United States,Home Office,7.36,Office Supplies
5496,5496,5496,5496,5496,5496,04-09-2016,United States,Corporate,7.656,Office Supplies
5497,5497,5497,5497,5497,5497,12-06-2018,United States,Consumer,63.92,Technology
5498,5498,5498,5498,5498,5498,15-07-2018,United States,Consumer,6.56,Office Supplies
5503,5503,5503,5503,5503,5503,02-11-2018,United States,Corporate,3.312,Furniture
5507,5507,5507,5507,5507,5507,08-10-2017,United States,Consumer,61.96,Office Supplies
5508,5508,5508,5508,5508,5508,08-04-2017,United States,Consumer,17.92,Office Supplies
5509,5509,5509,5509,5509,5509,08-10-2016,United States,Consumer,145.9,Furniture
5510,5510,5510,5510,5510,5510,15-05-2018,United States,Consumer,56.704,Office Supplies
5512,5512,5512,5512,5512,5512,24-02-2015,United States,Consumer,32.896,Office Supplies
5514,5514,5514,5514,5514,5514,30-05-2016,United States,Consumer,239.97,Technology
5517,5517,5517,5517,5517,5517,18-11-2017,United States,Corporate,1319.96,Technology
5518,5518,5518,5518,5518,5518,04-12-2018,United States,Corporate,239.96,Furniture
5523,5523,5523,5523,5523,5523,05-06-2017,United States,Consumer,21.552,Office Supplies
5525,5525,5525,5525,5525,5525,10-12-2017,United States,Home Office,80.28,Office Supplies
5526,5526,5526,5526,5526,5526,30-04-2018,United States,Corporate,9.78,Office Supplies
5527,5527,5527,5527,5527,5527,24-04-2018,United States,Home Office,1.81,Office Supplies
5528,5528,5528,5528,5528,5528,08-05-2016,United States,Home Office,37.94,Office Supplies
5529,5529,5529,5529,5529,5529,31-03-2016,United States,Corporate,79.96,Technology
5530,5530,5530,5530,5530,5530,06-08-2018,United States,Corporate,115.296,Office Supplies
5531,5531,5531,5531,5531,5531,02-12-2018,United States,Consumer,2479.96,Technology
5532,5532,5532,5532,5532,5532,06-06-2017,United States,Consumer,179.94,Technology
5539,5539,5539,5539,5539,5539,13-04-2016,United States,Consumer,17.43,Office Supplies
5540,5540,5540,5540,5540,5540,22-05-2018,United States,Consumer,181.986,Furniture
5543,5543,5543,5543,5543,5543,19-12-2017,United States,Corporate,455.97,Furniture
5546,5546,5546,5546,5546,5546,22-09-2018,United States,Home Office,67.4,Office Supplies
5547,5547,5547,5547,5547,5547,07-09-2018,United States,Consumer,25.16,Furniture
5549,5549,5549,5549,5549,5549,28-11-2015,United States,Consumer,43.68,Office Supplies
5551,5551,5551,5551,5551,5551,12-11-2015,United States,Corporate,2.672,Office Supplies
5556,5556,5556,5556,5556,5556,02-10-2018,United States,Corporate,10.16,Furniture
5557,5557,5557,5557,5557,5557,14-12-2016,United States,Corporate,6.16,Furniture
5559,5559,5559,5559,5559,5559,06-12-2016,United States,Consumer,6.48,Office Supplies
5562,5562,5562,5562,5562,5562,31-03-2018,United States,Corporate,34.54,Office Supplies
5565,5565,5565,5565,5565,5565,13-03-2018,United States,Home Office,19.456,Office Supplies
5572,5572,5572,5572,5572,5572,05-12-2015,United States,Corporate,98.376,Office Supplies
5577,5577,5577,5577,5577,5577,12-12-2017,United States,Consumer,383.64,Furniture
5579,5579,5579,5579,5579,5579,09-09-2018,United States,Consumer,6.56,Office Supplies
5582,5582,5582,5582,5582,5582,04-10-2018,United States,Home Office,19.98,Furniture
5583,5583,5583,5583,5583,5583,09-05-2017,United States,Home Office,8,Office Supplies
5584,5584,5584,5584,5584,5584,15-12-2015,United States,Consumer,6.16,Furniture
5585,5585,5585,5585,5585,5585,30-11-2018,United States,Home Office,83.56,Office Supplies
5588,5588,5588,5588,5588,5588,19-03-2016,United States,Consumer,10.9,Office Supplies
5589,5589,5589,5589,5589,5589,19-07-2015,United States,Home Office,6.096,Office Supplies
5590,5590,5590,5590,5590,5590,08-12-2017,United States,Consumer,34.05,Office Supplies
5592,5592,5592,5592,5592,5592,13-10-2015,United States,Corporate,245.98,Furniture
5594,5594,5594,5594,5594,5594,19-11-2018,United States,Consumer,59.913,Office Supplies
5595,5595,5595,5595,5595,5595,24-09-2018,United States,Corporate,391.98,Technology
5597,5597,5597,5597,5597,5597,25-09-2016,United States,Consumer,68.62,Office Supplies
5598,5598,5598,5598,5598,5598,13-02-2018,United States,Consumer,25.02,Office Supplies
5600,5600,5600,5600,5600,5600,03-10-2015,United States,Consumer,55.984,Office Supplies
5603,5603,5603,5603,5603,5603,27-08-2017,United States,Corporate,14.16,Office Supplies
5605,5605,5605,5605,5605,5605,03-12-2016,United States,Corporate,590.352,Office Supplies
5606,5606,5606,5606,5606,5606,20-09-2017,United States,Corporate,17.088,Furniture
5608,5608,5608,5608,5608,5608,25-03-2018,United States,Consumer,11.05,Office Supplies
5609,5609,5609,5609,5609,5609,06-12-2016,United States,Consumer,7.78,Office Supplies
5610,5610,5610,5610,5610,5610,31-08-2018,United States,Consumer,659.9,Technology
5611,5611,5611,5611,5611,5611,05-10-2016,United States,Consumer,53.04,Technology
5612,5612,5612,5612,5612,5612,18-08-2018,United States,Corporate,843.9,Technology
5614,5614,5614,5614,5614,5614,02-02-2017,United States,Consumer,117.96,Office Supplies
5615,5615,5615,5615,5615,5615,23-08-2017,United States,Corporate,21.3,Office Supplies
5618,5618,5618,5618,5618,5618,30-06-2018,United States,Corporate,19.52,Furniture
5619,5619,5619,5619,5619,5619,18-09-2016,United States,Consumer,443.92,Office Supplies
5620,5620,5620,5620,5620,5620,25-09-2017,United States,Corporate,499.95,Technology
5624,5624,5624,5624,5624,5624,24-10-2017,United States,Corporate,100,Technology
5626,5626,5626,5626,5626,5626,29-09-2015,United States,Home Office,6.16,Furniture
5628,5628,5628,5628,5628,5628,26-06-2018,United States,Corporate,13.872,Office Supplies
5630,5630,5630,5630,5630,5630,21-08-2017,United States,Home Office,815.292,Furniture
5631,5631,5631,5631,5631,5631,11-02-2015,United States,Consumer,234.45,Technology
5634,5634,5634,5634,5634,5634,23-09-2017,United States,Home Office,10.528,Office Supplies
5635,5635,5635,5635,5635,5635,05-12-2016,United States,Home Office,152.8,Office Supplies
5636,5636,5636,5636,5636,5636,03-09-2018,United States,Home Office,82.56,Office Supplies
5638,5638,5638,5638,5638,5638,26-03-2018,United States,Corporate,60.84,Furniture
5639,5639,5639,5639,5639,5639,21-12-2015,United States,Consumer,1325.76,Furniture
5641,5641,5641,5641,5641,5641,23-09-2015,United States,Home Office,28.8,Office Supplies
5642,5642,5642,5642,5642,5642,02-04-2018,United States,Home Office,11.12,Office Supplies
5643,5643,5643,5643,5643,5643,01-04-2017,United States,Home Office,7.04,Furniture
5644,5644,5644,5644,5644,5644,15-05-2016,United States,Corporate,17.94,Office Supplies
5645,5645,5645,5645,5645,5645,23-03-2018,United States,Home Office,34.76,Office Supplies
5646,5646,5646,5646,5646,5646,14-04-2018,United States,Corporate,74.45,Furniture
5647,5647,5647,5647,5647,5647,04-01-2016,United States,Corporate,192.22,Furniture
5648,5648,5648,5648,5648,5648,02-11-2018,United States,Consumer,19.44,Office Supplies
5649,5649,5649,5649,5649,5649,17-07-2018,United States,Corporate,32.4,Office Supplies
5653,5653,5653,5653,5653,5653,06-10-2018,United States,Corporate,40.99,Office Supplies
5654,5654,5654,5654,5654,5654,04-11-2015,United States,Corporate,2.94,Office Supplies
5655,5655,5655,5655,5655,5655,18-12-2017,United States,Home Office,45.24,Office Supplies
5662,5662,5662,5662,5662,5662,24-09-2017,United States,Home Office,21.44,Furniture
5664,5664,5664,5664,5664,5664,21-07-2017,United States,Corporate,18.656,Office Supplies
5668,5668,5668,5668,5668,5668,11-06-2017,United States,Consumer,14.62,Office Supplies
5671,5671,5671,5671,5671,5671,09-06-2016,United States,Consumer,355.36,Furniture
5673,5673,5673,5673,5673,5673,27-10-2018,United States,Corporate,15.84,Office Supplies
5675,5675,5675,5675,5675,5675,22-01-2017,United States,Consumer,12.96,Office Supplies
5676,5676,5676,5676,5676,5676,28-05-2015,United States,Corporate,57.408,Technology
5678,5678,5678,5678,5678,5678,29-12-2015,United States,Consumer,38.976,Furniture
5679,5679,5679,5679,5679,5679,28-07-2017,United States,Home Office,20.44,Office Supplies
5681,5681,5681,5681,5681,5681,24-09-2017,United States,Consumer,6.38,Office Supplies
5683,5683,5683,5683,5683,5683,02-04-2015,United States,Consumer,15.84,Office Supplies
5686,5686,5686,5686,5686,5686,05-11-2016,United States,Consumer,98.352,Office Supplies
5687,5687,5687,5687,5687,5687,28-07-2015,United States,Consumer,14.32,Office Supplies
5690,5690,5690,5690,5690,5690,26-12-2016,United States,Home Office,275.058,Furniture
5691,5691,5691,5691,5691,5691,10-12-2016,United States,Corporate,27.36,Office Supplies
5696,5696,5696,5696,5696,5696,05-05-2017,United States,Consumer,71.088,Furniture
5697,5697,5697,5697,5697,5697,14-10-2018,United States,Home Office,27.396,Office Supplies
5699,5699,5699,5699,5699,5699,05-11-2017,United States,Consumer,11.84,Office Supplies
5700,5700,5700,5700,5700,5700,03-11-2018,United States,Consumer,35.88,Office Supplies
5701,5701,5701,5701,5701,5701,24-11-2017,United States,Home Office,40.752,Office Supplies
5703,5703,5703,5703,5703,5703,14-12-2015,United States,Consumer,2.624,Office Supplies
5706,5706,5706,5706,5706,5706,03-11-2015,United States,Consumer,11.64,Office Supplies
5707,5707,5707,5707,5707,5707,22-09-2018,United States,Corporate,40.176,Office Supplies
5708,5708,5708,5708,5708,5708,08-05-2016,United States,Consumer,79.44,Furniture
5713,5713,5713,5713,5713,5713,31-07-2018,United States,Consumer,36.792,Technology
5714,5714,5714,5714,5714,5714,01-03-2015,United States,Home Office,5.94,Technology
5715,5715,5715,5715,5715,5715,25-09-2018,United States,Consumer,177.55,Office Supplies
5716,5716,5716,5716,5716,5716,09-10-2016,United States,Corporate,619.95,Technology
5720,5720,5720,5720,5720,5720,29-03-2018,United States,Consumer,81.4,Office Supplies
5721,5721,5721,5721,5721,5721,14-11-2016,United States,Corporate,8.72,Office Supplies
5724,5724,5724,5724,5724,5724,26-09-2017,United States,Corporate,12.96,Office Supplies
5725,5725,5725,5725,5725,5725,22-09-2015,United States,Corporate,331.536,Office Supplies
5726,5726,5726,5726,5726,5726,25-09-2016,United States,Corporate,899.91,Technology
5727,5727,5727,5727,5727,5727,04-05-2016,United States,Corporate,946.344,Technology
5728,5728,5728,5728,5728,5728,08-12-2018,United States,Consumer,178.11,Technology
5733,5733,5733,5733,5733,5733,29-06-2018,United States,Corporate,638.82,Furniture
5736,5736,5736,5736,5736,5736,29-06-2015,United States,Consumer,13.92,Office Supplies
5737,5737,5737,5737,5737,5737,20-01-2015,United States,Consumer,19.36,Office Supplies
5739,5739,5739,5739,5739,5739,31-12-2017,United States,Consumer,38.376,Office Supplies
5740,5740,5740,5740,5740,5740,28-03-2018,United States,Corporate,12.96,Office Supplies
5747,5747,5747,5747,5747,5747,08-12-2017,United States,Consumer,249.584,Technology
5750,5750,5750,5750,5750,5750,18-11-2018,United States,Consumer,74.95,Technology
5751,5751,5751,5751,5751,5751,30-05-2015,United States,Consumer,355.455,Furniture
5752,5752,5752,5752,5752,5752,22-01-2017,United States,Consumer,44.4,Office Supplies
5754,5754,5754,5754,5754,5754,03-02-2017,United States,Consumer,866.4,Furniture
5755,5755,5755,5755,5755,5755,29-03-2016,United States,Consumer,5.56,Office Supplies
5756,5756,5756,5756,5756,5756,14-10-2015,United States,Consumer,3.16,Office Supplies
5758,5758,5758,5758,5758,5758,11-08-2016,United States,Consumer,46.152,Furniture
5759,5759,5759,5759,5759,5759,22-11-2016,United States,Consumer,32.985,Technology
5760,5760,5760,5760,5760,5760,30-12-2017,United States,Home Office,481.32,Office Supplies
5762,5762,5762,5762,5762,5762,12-08-2018,United States,Consumer,542.94,Office Supplies
5764,5764,5764,5764,5764,5764,03-11-2016,United States,Corporate,1448.82,Furniture
5765,5765,5765,5765,5765,5765,10-09-2016,United States,Consumer,353.88,Office Supplies
5766,5766,5766,5766,5766,5766,08-11-2015,United States,Consumer,333.576,Technology
5767,5767,5767,5767,5767,5767,08-10-2017,United States,Home Office,60.144,Office Supplies
5768,5768,5768,5768,5768,5768,08-09-2018,United States,Corporate,85.2,Technology
5769,5769,5769,5769,5769,5769,25-02-2016,United States,Consumer,3.15,Office Supplies
5771,5771,5771,5771,5771,5771,24-09-2016,United States,Corporate,14.91,Furniture
5773,5773,5773,5773,5773,5773,26-11-2016,United States,Corporate,599.99,Technology
5774,5774,5774,5774,5774,5774,31-08-2017,United States,Consumer,23.968,Office Supplies
5775,5775,5775,5775,5775,5775,12-04-2017,United States,Consumer,638.288,Furniture
5777,5777,5777,5777,5777,5777,04-12-2017,United States,Consumer,15.528,Office Supplies
5778,5778,5778,5778,5778,5778,04-12-2017,United States,Consumer,104.85,Office Supplies
5779,5779,5779,5779,5779,5779,11-11-2015,United States,Consumer,30.48,Office Supplies
5781,5781,5781,5781,5781,5781,02-04-2016,United States,Consumer,71.976,Technology
5782,5782,5782,5782,5782,5782,12-12-2016,United States,Consumer,2.21,Office Supplies
5785,5785,5785,5785,5785,5785,02-10-2018,United States,Consumer,217.764,Furniture
5789,5789,5789,5789,5789,5789,10-04-2018,United States,Corporate,12.32,Furniture
5791,5791,5791,5791,5791,5791,29-09-2018,United States,Consumer,35,Office Supplies
5796,5796,5796,5796,5796,5796,29-09-2015,United States,Consumer,1395.54,Office Supplies
5800,5800,5800,5800,5800,5800,20-08-2015,United States,Consumer,421.372,Furniture
5801,5801,5801,5801,5801,5801,11-07-2015,United States,Consumer,575.968,Technology
5803,5803,5803,5803,5803,5803,22-03-2016,United States,Consumer,15.984,Technology
5804,5804,5804,5804,5804,5804,12-05-2018,United States,Home Office,10.272,Office Supplies
5805,5805,5805,5805,5805,5805,13-11-2018,United States,Corporate,61.792,Office Supplies
5807,5807,5807,5807,5807,5807,04-09-2017,United States,Consumer,12.192,Office Supplies
5810,5810,5810,5810,5810,5810,06-02-2017,United States,Corporate,132.224,Furniture
5811,5811,5811,5811,5811,5811,22-03-2016,United States,Corporate,105.52,Office Supplies
5814,5814,5814,5814,5814,5814,02-07-2016,United States,Home Office,19.44,Office Supplies
5815,5815,5815,5815,5815,5815,15-06-2016,United States,Consumer,11.672,Technology
5816,5816,5816,5816,5816,5816,26-11-2015,United States,Consumer,279.96,Technology
5821,5821,5821,5821,5821,5821,12-05-2018,United States,Corporate,238.62,Office Supplies
5825,5825,5825,5825,5825,5825,02-05-2015,United States,Consumer,26.136,Office Supplies
5826,5826,5826,5826,5826,5826,03-09-2018,United States,Home Office,419.4,Office Supplies
5830,5830,5830,5830,5830,5830,03-12-2017,United States,Consumer,581.96,Furniture
5832,5832,5832,5832,5832,5832,18-07-2016,United States,Consumer,519.96,Technology
5833,5833,5833,5833,5833,5833,21-07-2017,United States,Consumer,6.264,Office Supplies
5835,5835,5835,5835,5835,5835,09-06-2016,United States,Consumer,64.2,Office Supplies
5838,5838,5838,5838,5838,5838,27-11-2018,United States,Consumer,57.568,Technology
5839,5839,5839,5839,5839,5839,27-03-2016,United States,Consumer,83.7,Office Supplies
5840,5840,5840,5840,5840,5840,22-09-2016,United States,Home Office,32.4,Office Supplies
5842,5842,5842,5842,5842,5842,17-11-2016,United States,Consumer,415.968,Technology
5849,5849,5849,5849,5849,5849,10-11-2016,United States,Home Office,715.64,Office Supplies
5854,5854,5854,5854,5854,5854,10-09-2015,United States,Home Office,9.64,Office Supplies
5855,5855,5855,5855,5855,5855,05-08-2016,United States,Corporate,33.488,Office Supplies
5859,5859,5859,5859,5859,5859,03-09-2018,United States,Consumer,239.666,Furniture
5860,5860,5860,5860,5860,5860,01-11-2016,United States,Consumer,301.96,Furniture
5861,5861,5861,5861,5861,5861,29-04-2016,United States,Home Office,7.968,Office Supplies
5862,5862,5862,5862,5862,5862,01-05-2017,United States,Consumer,109.92,Office Supplies
5865,5865,5865,5865,5865,5865,05-08-2015,United States,Corporate,79.47,Office Supplies
5868,5868,5868,5868,5868,5868,04-01-2017,United States,Corporate,4.672,Office Supplies
5870,5870,5870,5870,5870,5870,07-11-2017,United States,Home Office,1603.136,Furniture
5871,5871,5871,5871,5871,5871,14-06-2017,United States,Corporate,1293.488,Furniture
5872,5872,5872,5872,5872,5872,24-09-2017,United States,Consumer,127.95,Furniture
5873,5873,5873,5873,5873,5873,30-03-2018,United States,Home Office,59.76,Office Supplies
5874,5874,5874,5874,5874,5874,04-06-2018,United States,Home Office,108.08,Office Supplies
5876,5876,5876,5876,5876,5876,07-04-2016,United States,Home Office,11.736,Office Supplies
5877,5877,5877,5877,5877,5877,21-05-2015,United States,Home Office,447.86,Office Supplies
5880,5880,5880,5880,5880,5880,05-09-2017,United States,Consumer,192.16,Office Supplies
5881,5881,5881,5881,5881,5881,18-09-2017,United States,Corporate,801.568,Furniture
5884,5884,5884,5884,5884,5884,13-03-2017,United States,Corporate,28.28,Furniture
5886,5886,5886,5886,5886,5886,16-10-2015,United States,Consumer,14.352,Office Supplies
5888,5888,5888,5888,5888,5888,08-10-2018,United States,Corporate,42.76,Office Supplies
5889,5889,5889,5889,5889,5889,07-05-2016,United States,Consumer,45.68,Office Supplies
5890,5890,5890,5890,5890,5890,14-04-2017,United States,Consumer,25.06,Office Supplies
5891,5891,5891,5891,5891,5891,21-11-2017,United States,Consumer,38.432,Office Supplies
5894,5894,5894,5894,5894,5894,10-09-2018,United States,Consumer,2.78,Office Supplies
5895,5895,5895,5895,5895,5895,09-09-2018,United States,Corporate,99.87,Office Supplies
5896,5896,5896,5896,5896,5896,01-11-2015,United States,Home Office,44.4,Office Supplies
5898,5898,5898,5898,5898,5898,03-04-2017,United States,Consumer,71.12,Furniture
5900,5900,5900,5900,5900,5900,12-01-2018,United States,Corporate,9.78,Office Supplies
5901,5901,5901,5901,5901,5901,20-11-2016,United States,Home Office,24.192,Office Supplies
5902,5902,5902,5902,5902,5902,27-11-2017,United States,Corporate,31.56,Furniture
5903,5903,5903,5903,5903,5903,06-11-2018,United States,Home Office,59.94,Office Supplies
5908,5908,5908,5908,5908,5908,02-12-2017,United States,Corporate,24.704,Office Supplies
5912,5912,5912,5912,5912,5912,17-12-2017,United States,Home Office,46.53,Office Supplies
5913,5913,5913,5913,5913,5913,24-08-2015,United States,Corporate,25.5,Office Supplies
5914,5914,5914,5914,5914,5914,17-09-2016,United States,Consumer,14.9,Office Supplies
5924,5924,5924,5924,5924,5924,26-11-2017,United States,Corporate,313.176,Furniture
5925,5925,5925,5925,5925,5925,19-11-2018,United States,Consumer,22.96,Office Supplies
5926,5926,5926,5926,5926,5926,03-06-2018,United States,Corporate,1099.5,Technology
5927,5927,5927,5927,5927,5927,08-04-2015,United States,Corporate,1215.92,Furniture
5928,5928,5928,5928,5928,5928,11-10-2015,United States,Corporate,7.31,Office Supplies
5930,5930,5930,5930,5930,5930,07-07-2018,United States,Consumer,87.21,Furniture
5936,5936,5936,5936,5936,5936,04-07-2017,United States,Home Office,25.4,Furniture
5939,5939,5939,5939,5939,5939,19-05-2018,United States,Consumer,95.992,Technology
5941,5941,5941,5941,5941,5941,12-10-2018,United States,Consumer,435.84,Technology
5943,5943,5943,5943,5943,5943,06-08-2017,United States,Consumer,211.168,Technology
5944,5944,5944,5944,5944,5944,25-08-2015,United States,Corporate,6.28,Furniture
5948,5948,5948,5948,5948,5948,14-09-2016,United States,Home Office,25.9,Office Supplies
5949,5949,5949,5949,5949,5949,05-03-2018,United States,Corporate,42.68,Office Supplies
